Id,LotArea,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,TotRmsAbvGrd,GarageArea,MiscVal,YrSold,SalePrice,Is_above_med
427,12800,5,1989,1989,1518,1644,5,569,0,2009,275000,1
428,8593,6,1957,1957,907,907,5,352,0,2008,109008,0
429,6762,5,2007,2007,1208,1208,6,628,0,2007,195400,0
430,11457,5,1988,1988,1392,1412,6,576,0,2009,175000,0
431,1680,5,1971,1971,483,987,4,264,0,2008,85400,0
432,5586,7,1920,1998,901,1198,7,0,0,2008,79900,0
433,1920,5,1971,1971,765,1365,6,440,0,2007,122500,0
434,10839,5,1997,1998,926,1604,7,470,0,2008,181000,0
435,1890,7,1972,1972,630,630,3,0,0,2008,81000,0
436,10667,6,1996,1996,799,1661,6,550,0,2009,212000,0
437,4400,8,1920,1950,648,1118,6,440,0,2006,116000,0
438,6000,7,1926,2004,884,904,4,180,0,2009,119000,0
439,4280,6,1913,2002,440,694,4,352,0,2007,90350,0
440,12354,8,1920,2000,684,1196,7,528,800,2009,110000,0
441,15431,5,2008,2008,3094,2402,10,672,0,2009,555000,1
442,12108,4,1955,1955,1440,1440,8,0,0,2008,118000,0
443,6240,7,1930,1992,1078,1573,8,360,0,2008,162900,0
444,3922,5,2006,2007,1258,1258,6,648,0,2007,172500,0
445,8750,5,1994,1995,915,1908,8,493,0,2008,210000,0
446,9855,5,1956,1956,1436,1689,7,480,0,2009,127500,0
447,16492,6,1966,2002,1517,1888,6,578,0,2010,190000,0
448,11214,5,1998,1999,930,1886,10,431,0,2006,199900,0
449,8600,6,1937,1950,780,1376,7,198,0,2006,119500,0
450,6000,7,1948,2002,649,1183,6,308,0,2007,120000,0
451,5684,8,1930,2005,813,813,5,270,0,2006,110000,0
452,70761,5,1975,1975,1533,1533,5,576,0,2006,280000,1
453,9303,5,1996,1997,872,1756,7,422,0,2007,204000,0
454,9000,5,2008,2008,768,1590,6,676,0,2009,210000,0
455,9297,5,1976,1976,1728,1728,8,560,0,2006,188000,0
456,9600,6,1973,1973,1242,1242,6,528,0,2007,175500,0
457,4571,5,1916,1950,624,1344,7,513,0,2008,98000,0
458,53227,6,1954,1994,1364,1663,6,529,0,2008,256000,1
459,5100,7,1925,1996,588,1666,7,228,0,2008,161000,0
460,7015,4,1950,1950,709,1203,5,352,0,2009,110000,0
461,8004,5,2009,2009,832,1935,8,552,0,2009,263435,1
462,7200,9,1936,2007,560,1135,6,576,0,2009,155000,0
463,8281,5,1965,1965,864,864,5,360,0,2009,62383,0
464,11988,7,1934,1995,715,1660,6,240,0,2008,188700,0
465,8430,5,1978,1978,1040,1040,5,0,0,2009,124000,0
466,3072,5,2004,2004,1375,1414,6,398,0,2006,178740,0
467,10628,5,1970,1970,1277,1277,5,526,0,2007,167000,0
468,9480,7,1942,1995,728,1644,7,312,0,2007,146500,0
469,11428,5,2006,2006,1626,1634,7,866,0,2007,250000,1
470,9291,5,1993,1993,832,1710,7,506,0,2008,187000,0
471,6820,5,1985,1985,1488,1502,4,528,0,2010,212000,0
472,11952,6,1977,1977,808,1969,8,534,0,2007,190000,0
473,3675,5,2005,2005,547,1072,5,525,0,2008,148000,0
474,14977,5,2006,2007,1976,1976,7,908,0,2007,440000,1
475,5330,5,2000,2000,1494,1652,6,499,0,2007,251000,1
476,8480,6,1963,1963,970,970,5,624,0,2007,132500,0
477,13125,5,1997,1998,1478,1493,7,508,0,2008,208900,0
478,13693,5,2006,2006,2153,2643,9,694,0,2007,380000,1
479,10637,5,2007,2008,1705,1718,7,826,0,2009,297000,1
480,5925,7,1937,2000,907,1131,7,672,0,2007,89471,0
481,16033,5,2004,2005,1833,1850,8,772,0,2006,326000,1
482,11846,5,2003,2004,1792,1792,6,874,0,2006,374000,1
483,2500,8,1915,2005,910,1826,7,164,0,2009,155000,0
484,4500,5,1998,1998,1216,1216,5,402,0,2006,164000,0
485,7758,7,1962,2001,999,999,6,264,0,2007,132500,0
486,9600,7,1950,2007,1113,1113,5,264,0,2009,147000,0
487,10289,7,1965,1965,1073,1073,6,515,0,2007,156000,0
488,12243,6,1971,1971,1484,1484,7,487,0,2007,175000,0
489,10800,4,1900,1970,954,2414,10,520,0,2006,160000,0
490,1526,8,1970,2002,630,630,3,286,0,2009,86000,0
491,2665,6,1976,1976,264,1304,4,336,0,2008,115000,0
492,9490,7,1941,1950,806,1578,5,240,0,2006,133000,0
493,15578,5,2006,2006,728,1456,8,429,0,2006,172785,0
494,7931,6,1960,1960,1269,1269,6,308,0,2008,155000,0
495,5784,8,1938,1996,190,886,4,273,0,2009,91300,0
496,7879,5,1920,1950,720,720,4,0,0,2009,34900,0
497,12692,5,1992,1993,3200,3228,10,546,0,2007,430000,1
498,9120,6,1925,1950,1026,1820,8,240,0,2008,184000,0
499,7800,7,1967,2004,864,899,5,288,0,2009,130000,0
500,7535,7,1958,1985,912,912,5,297,480,2007,120000,0
501,1890,5,1973,1973,672,1218,7,264,0,2007,113000,0
502,9803,5,2005,2005,866,1768,7,603,0,2008,226700,0
503,9170,7,1965,1965,1214,1214,6,461,400,2007,140000,0
504,15602,8,1959,1997,1501,1801,6,484,0,2010,289000,1
505,2308,5,1974,1974,855,1322,6,440,0,2009,147000,0
506,7596,5,1952,1952,960,1960,10,400,0,2009,124500,0
507,9554,5,1993,1994,777,1911,8,471,0,2006,215000,0
508,7862,5,2009,2009,1218,1218,4,676,0,2009,208300,0
509,9600,9,1928,2005,689,1378,7,360,0,2008,161000,0
510,9600,6,1959,1959,1041,1041,6,270,0,2009,124500,0
511,14559,7,1951,2000,1008,1363,6,288,2000,2009,164900,0
512,6792,5,2005,2006,1368,1368,6,474,0,2006,202665,0
513,9100,5,1958,1958,864,864,5,624,0,2006,129900,0
514,9187,5,1983,1983,1084,1080,5,484,0,2007,134000,0
515,10594,5,1926,1950,768,789,5,200,0,2007,96500,0
516,12220,5,2009,2009,2006,2020,9,900,0,2009,402861,1
517,10448,6,1972,1972,689,2119,7,583,0,2009,158000,0
518,10208,5,1996,1997,1264,2344,7,889,0,2009,265000,1
519,9531,5,1998,1998,794,1796,7,546,0,2007,211000,0
520,10918,9,1926,2004,1276,2080,9,282,0,2009,234000,0
521,10800,7,1900,2000,0,1294,7,0,0,2008,106250,0
522,11988,6,1957,1957,1244,1244,6,336,0,2007,150000,0
523,5000,7,1947,1950,1004,1664,7,420,0,2006,159000,0
524,40094,5,2007,2008,3138,4676,11,884,0,2007,184750,0
525,11787,5,1996,1997,1379,2398,8,834,0,2007,315750,1
526,7500,5,2005,2005,1257,1266,6,453,0,2006,176000,0
527,13300,7,1956,2000,928,928,4,252,0,2007,132000,0
528,14948,5,2008,2008,1452,2713,11,858,0,2008,446261,1
529,9098,7,1920,2002,528,605,5,0,0,2007,86000,0
530,32668,3,1957,1975,2035,2515,9,484,0,2007,200624,0
531,10200,5,1988,1989,1461,1509,5,600,0,2008,175000,0
532,6155,8,1920,1999,611,1362,6,502,0,2008,128000,0
533,7200,7,1955,2007,0,827,5,392,0,2010,107500,0
534,5000,3,1946,1950,0,334,2,0,0,2007,39300,0
535,9056,5,2004,2004,707,1414,6,403,0,2006,178000,0
536,7000,7,1910,1991,1117,1347,5,0,0,2008,107500,0
537,8924,5,1998,1999,880,1724,8,527,0,2008,188000,0
538,12735,5,1972,1972,864,864,5,576,0,2008,111250,0
539,11553,5,1968,1968,1051,1159,7,336,0,2006,158000,0
540,11423,5,2001,2002,1581,1601,6,670,2000,2010,272000,1
541,14601,5,2006,2006,1838,1838,8,765,0,2009,315000,1
542,11000,5,2000,2000,969,2285,8,648,0,2007,248000,1
543,10140,5,1998,1999,1650,1680,7,583,0,2009,213250,0
544,4058,5,1998,1998,723,767,4,367,0,2007,133000,0
545,17104,5,2006,2006,654,1496,7,426,0,2006,179665,0
546,13837,5,1988,1988,1204,2183,9,786,0,2006,229000,0
547,8737,7,1923,1950,1065,1635,6,440,0,2007,210000,0
548,7244,7,1970,1970,768,768,5,624,0,2007,129500,0
549,8235,7,1955,1995,825,825,4,720,0,2008,125000,0
550,9375,5,2003,2004,912,2094,8,615,0,2009,263000,1
551,4043,6,1977,1977,1069,1069,4,440,0,2008,140000,0
552,6000,6,1957,1957,928,928,5,288,0,2008,112500,0
553,11146,5,2006,2006,1709,1717,7,908,0,2009,255500,1
554,8777,5,1949,2003,0,1126,5,520,0,2009,108000,0
555,10625,5,2003,2004,998,2046,8,871,0,2008,284000,1
556,6380,6,1922,1950,993,1048,5,280,0,2006,113000,0
557,14850,5,1957,1957,1092,1092,6,299,0,2006,141000,0
558,11040,6,1920,1950,637,1336,7,570,0,2006,108000,0
559,21872,5,1996,1997,729,1446,6,406,0,2008,175000,0
560,3196,5,2003,2004,1374,1557,7,420,0,2006,234000,0
561,11341,6,1957,1996,1392,1392,5,528,0,2010,121500,0
562,10010,5,1974,1975,1389,1389,6,418,0,2006,170000,0
563,13907,6,1940,1969,996,996,6,0,0,2008,108000,0
564,21780,7,1918,1950,1163,1674,8,396,0,2008,185000,0
565,13346,5,1992,2000,1095,2295,9,590,0,2006,268000,1
566,6858,4,1915,1950,806,1647,6,216,0,2010,128000,0
567,11198,5,2005,2007,1122,2504,11,656,0,2008,325000,1
568,10171,5,2004,2004,1517,1535,7,532,0,2010,214000,0
569,12327,8,1983,2009,1496,2132,5,612,0,2009,316600,1
570,7032,5,1979,1979,943,943,4,600,0,2006,135960,0
571,13101,5,1965,1965,1728,1728,10,576,0,2008,142600,0
572,7332,6,1959,1959,864,864,4,288,0,2006,120000,0
573,13159,5,2009,2009,846,1692,6,650,0,2009,224500,0
574,9967,5,2000,2000,384,1430,8,400,0,2007,170000,0
575,10500,7,1971,2005,372,1109,5,288,0,2007,139000,0
576,8480,5,1947,1950,832,1216,6,336,0,2008,118500,0
577,6292,7,1928,1950,861,1477,6,216,0,2009,145000,0
578,11777,6,1966,1966,1164,1320,6,564,0,2006,164500,0
579,3604,5,2007,2007,689,1392,5,540,0,2008,146000,0
580,12150,5,1954,1954,1050,1795,7,352,0,2008,131500,0
581,14585,6,1960,1987,1144,1429,7,572,0,2007,181900,0
582,12704,5,2008,2009,2042,2042,8,1390,0,2009,253293,1
583,11841,5,1990,1990,816,816,5,0,0,2007,118500,0
584,13500,9,1893,2000,1237,2775,9,880,0,2008,325000,1
585,6120,7,1935,1995,884,1573,6,240,0,2009,133000,0
586,11443,5,2005,2006,1868,2028,7,880,0,2006,369900,1
587,10267,7,1918,2000,816,838,5,275,0,2008,130000,0
588,8740,6,1982,1982,840,860,4,528,0,2009,137000,0
589,25095,8,1968,2003,1437,1473,5,452,0,2009,143000,0
590,9100,6,1930,1960,742,935,4,308,600,2008,79500,0
591,8320,5,2004,2004,770,1582,6,520,0,2008,185900,0
592,13478,5,2008,2008,1722,2296,10,842,0,2009,451950,1
593,6600,8,1982,2003,816,816,4,816,0,2008,138000,0
594,4435,5,2003,2003,848,848,4,420,0,2009,140000,0
595,7990,6,1975,1975,924,924,5,280,0,2008,110000,0
596,11302,5,2005,2006,1814,1826,7,758,0,2006,319000,1
597,3600,7,1910,1993,684,1368,7,216,0,2006,114504,0
598,3922,5,2006,2007,1258,1402,7,648,0,2007,194201,0
599,12984,6,1977,1977,1430,1647,7,621,0,2006,217500,0
600,1950,6,1980,1980,716,1556,6,452,0,2008,151000,0
601,10927,5,2005,2005,1058,1904,8,736,0,2006,275000,1
602,9000,6,1937,1950,780,1375,6,544,0,2007,141000,0
603,10041,5,1992,1992,908,1915,8,506,0,2006,220000,0
604,3182,5,2004,2005,600,1200,4,480,0,2010,151000,0
605,12803,5,2002,2002,1494,1494,6,530,0,2008,221000,0
606,13600,6,1965,1990,768,1986,7,486,0,2009,205000,0
607,12464,5,1996,1996,1040,1040,6,576,0,2009,152000,0
608,7800,8,1948,2002,896,2008,8,230,0,2006,225000,0
609,12168,6,1934,1998,965,3194,10,380,0,2007,359100,1
610,7943,5,1961,1961,1029,1029,5,261,0,2007,118500,0
611,11050,5,2000,2000,1440,2153,8,736,0,2009,313000,1
612,10395,6,1978,1978,1032,1032,6,564,500,2007,148000,0
613,11885,5,2001,2001,1299,1872,7,531,0,2009,261500,1
614,8402,5,2007,2007,1120,1120,6,0,0,2007,147000,0
615,1491,6,1972,1972,630,630,3,0,0,2010,75500,0
616,8800,7,1963,1963,936,1054,6,480,0,2010,137500,0
617,7861,5,2002,2003,783,1509,7,393,0,2006,183200,0
618,7227,6,1954,1954,832,832,4,528,0,2008,105500,0
619,11694,5,2007,2007,1822,1828,9,774,0,2007,314813,1
620,12244,5,2003,2003,1482,2262,10,749,0,2008,305000,1
621,8248,3,1914,1950,864,864,5,0,0,2008,67000,0
622,10800,7,1974,1997,1522,2614,9,624,0,2008,240000,0
623,7064,6,1977,1977,980,980,6,484,0,2009,135000,0
624,2117,5,2000,2000,756,1512,4,440,0,2007,168500,0
625,10400,5,1972,1972,732,1790,8,484,0,2006,165150,0
626,10000,6,1962,1962,1116,1116,5,440,0,2010,160000,0
627,12342,5,1960,1978,978,1422,6,286,600,2007,139900,0
628,9600,6,1955,1972,1156,1520,7,364,0,2010,153000,0
629,11606,5,1969,1969,1040,2080,9,504,0,2007,135000,0
630,9020,5,1964,1964,1248,1350,6,520,0,2008,168500,0
631,9000,6,1880,1991,636,1750,8,240,0,2006,124000,0
632,4590,5,2006,2006,1554,1554,6,627,0,2007,209500,0
633,11900,5,1977,1977,1386,1411,6,544,0,2009,82500,0
634,9250,7,1954,2005,1056,1056,6,260,0,2007,139400,0
635,6979,5,1980,1980,1056,1056,4,576,600,2010,144000,0
636,10896,7,1914,1995,1440,3395,14,0,0,2007,200000,0
637,6120,3,1936,1950,264,800,4,0,0,2009,60000,0
638,6000,4,1954,1954,811,1387,7,256,0,2009,93000,0
639,8777,7,1910,1950,796,796,4,0,0,2008,85000,0
640,3982,5,2006,2006,1520,1567,7,648,0,2006,264561,1
641,12677,5,2003,2004,1518,1518,6,588,0,2008,274000,1
642,7050,5,2001,2001,1057,1929,7,650,0,2007,226000,0
643,13860,7,1972,1995,1952,2704,9,538,0,2009,345000,1
644,10793,5,1969,1969,780,1620,7,462,0,2007,152000,0
645,9187,5,2009,2009,1766,1766,7,478,0,2009,370878,1
646,10530,5,1971,1971,981,981,5,576,0,2007,143250,0
647,7200,5,1950,1950,0,1048,7,420,0,2008,98300,0
648,10452,5,1953,1953,1094,1094,5,495,0,2008,155000,0
649,7700,5,1966,1966,756,1839,7,442,0,2010,155000,0
650,1936,6,1970,1970,630,630,3,0,0,2007,84500,0
651,8125,6,2007,2007,813,1665,7,562,0,2008,205950,0
652,9084,5,1940,1950,755,1510,7,296,0,2009,108000,0
653,8750,5,1996,1996,880,1716,7,512,0,2009,191000,0
654,10320,7,1906,1995,756,1469,7,216,0,2008,135000,0
655,10437,6,1995,1995,2109,2113,7,839,0,2008,350000,1
656,1680,5,1971,1971,525,1092,6,264,0,2010,88000,0
657,10007,7,1959,2006,1053,1053,5,312,0,2008,145500,0
658,7200,6,1931,2000,776,1502,6,270,0,2008,149000,0
659,17503,5,1948,1950,912,1458,6,330,0,2010,97500,0
660,9937,7,1964,1999,1486,1486,7,480,0,2009,167000,0
661,12384,7,1976,1976,793,1935,7,550,0,2007,197900,0
662,46589,7,1994,2005,1629,2448,8,711,0,2009,402000,1
663,13560,3,1968,1968,1392,1392,5,576,0,2009,110000,0
664,10012,5,1972,1972,1138,1181,6,588,0,2008,137500,0
665,20896,5,2005,2006,2077,2097,8,1134,0,2006,423000,1
666,11194,5,2000,2000,1406,1936,7,504,0,2006,230500,0
667,18450,5,1965,1979,1021,2380,7,596,0,2007,129000,0
668,8125,5,1994,1998,1408,1679,7,575,0,2008,193500,0
669,14175,6,1956,1987,1188,1437,6,576,0,2006,168000,0
670,11600,5,1922,1950,700,1180,5,252,0,2006,137500,0
671,8633,5,2005,2005,738,1476,7,540,0,2009,173500,0
672,6629,6,1925,1950,672,1369,6,300,0,2009,103600,0
673,11250,6,1977,1977,1208,1208,6,546,0,2006,165000,0
674,14442,7,1957,2004,1477,1839,7,416,0,2007,257500,1
675,9200,6,1965,1965,1136,1136,5,384,0,2008,140000,0
676,2289,6,1978,1978,855,1441,7,440,0,2009,148500,0
677,9600,2,1900,1950,1095,1774,8,779,0,2006,87000,0
678,9022,8,1924,2006,768,792,5,240,0,2009,109500,0
679,11844,5,2008,2008,2046,2046,7,834,0,2009,372500,1
680,9945,5,1961,1961,988,988,5,572,0,2007,128500,0
681,8012,5,1980,1980,923,923,5,264,0,2010,143000,0
682,4500,5,1932,2000,793,1520,6,281,0,2009,159434,0
683,2887,5,1996,1997,1291,1291,6,431,0,2008,173000,0
684,11248,5,2002,2002,1626,1668,7,702,0,2007,285000,1
685,16770,5,1998,1998,1195,1839,7,486,0,2010,221000,0
686,5062,5,1984,1984,1190,2090,6,577,0,2007,207500,0
687,10207,6,2007,2007,874,1761,7,578,0,2007,227875,0
688,5105,5,2004,2004,551,1102,4,480,0,2007,148800,0
689,8089,6,2007,2007,1419,1419,7,567,0,2007,392000,1
690,7577,5,2005,2006,1362,1362,6,460,0,2007,194700,0
691,4426,5,2004,2004,848,848,3,420,0,2008,141000,0
692,21535,6,1994,1995,2444,4316,10,832,0,2007,755000,1
693,26178,5,1989,1990,1210,2519,9,628,0,2006,335000,1
694,5400,6,1921,1968,1073,1073,4,326,0,2006,108480,0
695,6120,6,1936,1950,927,1539,5,576,0,2009,141500,0
696,13811,6,1987,1987,1112,1137,5,551,0,2006,176000,0
697,6000,7,1921,1950,616,616,4,205,0,2006,89000,0
698,6420,7,1952,1952,980,1148,6,308,0,2006,123500,0
699,8450,8,1965,2009,894,894,5,336,0,2010,138500,0
700,4282,5,2004,2004,1391,1391,5,530,0,2008,196000,0
701,14331,5,2002,2002,1800,1800,7,765,0,2006,312500,1
702,9600,5,1969,1969,1164,1164,6,528,0,2006,140000,0
703,12438,5,2006,2006,1234,2576,10,666,0,2006,361919,1
704,7630,9,1900,1996,360,1812,8,672,0,2010,140000,0
705,8400,5,2004,2005,1473,1484,7,606,0,2010,213000,0
706,5600,5,1930,1950,0,1092,7,0,3500,2010,55000,0
707,115149,5,1971,2002,1643,1824,5,739,0,2007,302000,1
708,6240,5,2006,2006,1324,1324,6,550,0,2009,254000,1
709,9018,5,2007,2007,728,1456,8,400,0,2007,179540,0
710,7162,7,1966,1966,876,904,6,408,0,2008,109900,0
711,4130,6,1935,2003,270,729,5,0,0,2008,52000,0
712,8712,7,1900,1950,859,1178,7,384,0,2010,102776,0
713,4671,5,1988,1989,1228,1228,5,472,0,2008,189000,0
714,9873,5,1970,1970,960,960,6,576,0,2006,129000,0
715,13517,8,1976,2005,725,1479,6,475,0,2010,130500,0
716,10140,5,1974,1974,1064,1350,7,478,0,2009,165000,0
717,10800,8,1890,1998,718,2554,8,704,0,2007,159500,0
718,10000,6,1973,2000,1176,1178,5,439,0,2008,157000,0
719,10542,5,1993,1994,1311,2418,9,983,0,2008,341000,1
720,9920,6,1969,1969,971,971,5,300,0,2006,128500,0
721,6563,5,1985,1985,1742,1742,5,564,0,2006,275000,1
722,4426,5,2004,2004,848,848,3,420,0,2010,143000,0
723,8120,7,1970,1970,864,864,5,463,0,2009,124500,0
724,8172,6,1954,1972,941,1470,7,548,0,2008,135000,0
725,13286,5,2007,2008,1698,1698,8,768,0,2009,320000,1
726,6960,6,1970,1970,864,864,5,660,500,2009,120500,0
727,21695,9,1988,2007,880,1680,5,540,0,2009,222000,0
728,7314,5,2007,2007,1232,1232,6,632,0,2009,194500,0
729,11475,5,1958,1958,1584,1776,9,888,0,2009,110000,0
730,6240,5,1925,1950,780,1208,5,539,0,2009,103000,0
731,5389,5,1995,1996,1595,1616,5,608,0,2010,236500,0
732,9590,5,2003,2003,868,1146,6,438,0,2007,187500,0
733,11404,5,1998,1999,1153,2031,8,541,0,2008,222500,0
734,10000,6,1961,1983,864,1144,6,264,400,2009,131400,0
735,8978,5,1968,1968,948,948,6,300,0,2007,108000,0
736,10800,7,1914,1970,880,1768,6,320,0,2006,163000,0
737,8544,4,1950,1950,0,1040,6,400,0,2006,93500,0
738,10463,5,2005,2005,893,1801,8,800,0,2006,239900,0
739,10800,5,1987,1988,1200,1200,5,0,0,2009,179000,0
740,9313,5,2004,2004,864,1728,7,572,0,2009,190000,0
741,9600,7,1910,2002,264,1432,7,360,0,2007,132000,0
742,6768,8,1961,1996,912,912,5,288,0,2008,142000,0
743,8450,5,2000,2001,1349,1349,6,539,0,2007,179000,0
744,12886,6,1963,1999,520,1464,6,480,0,2009,175000,0
745,5395,5,1993,1993,1337,1337,5,462,0,2008,180000,0
746,8963,9,1976,1996,1142,2715,11,831,0,2008,299800,1
747,8795,5,2000,2000,952,2256,8,554,0,2009,236000,0
748,11700,7,1880,2003,1240,2640,8,864,0,2009,265979,1
749,10593,5,1996,1996,1720,1720,7,527,0,2010,260400,1
750,8405,3,1945,1950,0,1529,9,240,0,2009,98000,0
751,8800,7,1910,2004,576,1140,7,0,0,2010,96500,0
752,7750,5,2003,2003,660,1320,6,400,0,2007,162000,0
753,9236,5,1997,1997,1479,1494,6,576,0,2006,217000,0
754,10240,5,2005,2005,1030,2098,8,878,0,2006,275500,1
755,7930,8,1969,2005,1026,1026,5,440,0,2009,156000,0
756,3230,5,1999,1999,729,1471,6,440,0,2009,172500,0
757,10769,5,2007,2007,866,1768,7,578,0,2009,212000,0
758,11616,5,1978,1978,672,1386,6,440,0,2010,158900,0
759,2280,5,1999,1999,744,1501,6,440,0,2008,179400,0
760,12257,5,1995,1995,1318,2531,9,752,0,2007,290000,1
761,9100,6,1959,1959,864,864,5,300,450,2009,127500,0
762,6911,5,1924,1950,1145,1301,5,440,0,2009,100000,0
763,8640,5,2009,2009,756,1547,7,614,0,2010,215200,0
764,9430,5,1999,1999,1252,2365,8,856,0,2009,337000,1
765,9549,5,1995,1996,1494,1494,6,481,0,2006,270000,1
766,14587,5,2008,2008,1498,1506,6,592,0,2008,264132,1
767,10421,5,1988,1988,980,1714,7,496,500,2010,196500,0
768,12508,7,1940,1985,983,1750,7,423,1300,2008,160000,0
769,9100,5,2004,2005,1860,1836,8,484,0,2006,216837,0
770,53504,5,2003,2003,1650,3279,12,841,0,2010,538000,1
771,7252,5,1982,1982,858,858,5,576,0,2009,134900,0
772,8877,5,1951,1951,836,1220,6,396,0,2006,102000,0
773,7819,5,1976,1976,1029,1117,6,672,0,2010,107000,0
774,10150,5,1958,1958,912,912,5,275,0,2007,114500,0
775,14226,5,2006,2006,1935,1973,9,895,0,2007,395000,1
776,4500,5,1998,1998,1204,1204,5,412,0,2009,162000,0
777,11210,5,2005,2006,1614,1614,7,865,0,2006,221500,0
778,13350,5,1974,1974,864,894,5,440,0,2006,142500,0
779,8400,5,1977,1977,0,2020,10,630,0,2007,144000,0
780,10530,5,1977,1977,975,1004,4,504,0,2006,135000,0
781,7875,5,1995,1996,1237,1253,6,402,0,2007,176000,0
782,7153,5,1992,1992,761,1603,7,484,0,2006,175900,0
783,16285,5,2001,2002,1413,1430,6,605,0,2009,187100,0
784,9101,6,1978,1978,1097,1110,4,602,0,2009,165500,0
785,6300,6,1914,2001,742,1484,9,0,0,2008,128000,0
786,9790,5,1967,1967,1372,1342,7,457,0,2009,161500,0
787,10800,6,1915,1950,686,1652,7,416,1200,2010,139000,0
788,10142,5,2004,2004,956,2084,8,618,0,2010,233000,0
789,6000,7,1954,2000,901,901,4,281,0,2008,107900,0
790,12205,8,1966,2007,832,2087,9,444,0,2007,187500,0
791,3182,5,2005,2006,1145,1145,5,397,0,2009,160200,0
792,11333,5,1976,1976,1029,1062,5,539,0,2007,146800,0
793,9920,5,1996,1997,1117,2013,8,455,0,2007,269790,1
794,9158,5,2007,2007,1496,1496,7,474,0,2007,225000,0
795,10832,5,1994,1996,712,1895,7,409,500,2008,194500,0
796,8400,6,1980,1981,650,1564,7,476,0,2010,171000,0
797,8197,5,1977,1977,660,1285,7,528,0,2007,143500,0
798,7677,5,1953,1953,773,773,4,240,0,2008,110000,0
799,13518,5,2008,2009,1926,3140,11,820,0,2009,485000,1
800,7200,7,1937,1950,731,1768,7,240,0,2007,175000,0
801,12798,5,1997,1997,616,1688,8,603,400,2008,200000,0
802,4800,7,1916,1990,1196,1196,5,440,0,2007,109900,0
803,8199,5,2005,2005,728,1456,7,410,0,2008,189000,0
804,13891,5,2008,2009,1734,2822,12,1020,0,2009,582933,1
805,9000,5,1954,1954,936,1128,5,286,0,2006,118000,0
806,12274,5,2008,2008,1417,1428,6,554,0,2008,227680,0
807,9750,5,1967,1967,980,980,6,384,0,2006,135500,0
808,21384,6,1923,2004,1324,1576,6,528,0,2009,223500,0
809,13400,5,1966,1966,1024,1086,6,484,0,2006,159950,0
810,8100,5,1898,1965,849,2138,11,360,0,2009,106000,0
811,10140,6,1974,1999,1040,1309,5,484,0,2006,181000,0
812,4438,5,2004,2004,848,848,4,420,0,2008,144500,0
813,8712,5,1952,1952,540,1044,4,504,54,2010,55993,0
814,9750,6,1958,1958,1442,1442,7,301,500,2007,157900,0
815,8248,7,1918,1950,686,1250,7,280,0,2006,116000,0
816,12137,5,1998,1998,1649,1661,6,598,0,2010,224900,0
817,11425,6,1954,1954,1008,1008,4,275,0,2006,137000,0
818,13265,5,2002,2002,1568,1689,7,857,0,2008,271000,1
819,8816,7,1971,1971,1010,1052,6,440,0,2010,155000,0
820,6371,5,2009,2010,1358,1358,6,484,0,2010,224000,0
821,7226,5,2003,2003,798,1640,6,595,0,2008,183000,0
822,6000,4,1953,1953,936,936,4,576,0,2009,93000,0
823,12394,5,2003,2003,847,1733,7,433,0,2007,225000,0
824,9900,7,1940,1950,778,1489,7,240,0,2009,139500,0
825,11216,5,2006,2006,1489,1489,7,776,0,2006,232600,0
826,14803,5,2007,2008,2078,2084,7,1220,0,2008,385000,1
827,6130,6,1924,1950,784,784,5,0,0,2008,109500,0
828,8529,5,2001,2001,1454,1434,6,527,0,2009,189000,0
829,28698,5,1967,1967,1013,2126,7,538,0,2009,185000,0
830,2544,5,2005,2005,600,1223,4,480,0,2006,147400,0
831,11900,5,1957,1957,1392,1392,6,458,0,2008,166000,0
832,3180,5,2005,2005,600,1200,4,480,0,2006,151000,0
833,9548,6,2003,2003,941,1829,7,613,0,2010,237000,0
834,10004,6,1964,1964,1516,1516,6,472,0,2009,167000,0
835,7875,6,1961,1961,1144,1144,6,456,0,2008,139950,0
836,9600,7,1950,1995,1067,1067,4,436,0,2010,128000,0
837,8100,6,1948,1973,1559,1559,5,812,0,2007,153500,0
838,1680,5,1973,1973,483,987,5,264,0,2008,100000,0
839,9525,6,1995,2006,1099,1099,6,352,0,2008,144000,0
840,11767,6,1946,1995,768,1200,6,240,0,2008,130500,0
841,12155,8,1925,1950,672,1482,7,400,0,2008,140000,0
842,10440,8,1904,2002,650,1539,8,686,0,2008,157500,0
843,9020,7,1966,1966,1127,1165,6,490,0,2008,174900,0
844,8000,4,1961,1961,1800,1800,10,0,0,2007,141000,0
845,12665,8,1915,1950,876,1416,7,720,0,2008,153900,0
846,16647,5,1975,1981,1390,1701,6,611,0,2007,171000,0
847,9317,5,1993,1993,740,1775,7,425,0,2009,213000,0
848,15523,6,1972,1972,864,864,5,338,0,2009,133500,0
849,45600,8,1908,1997,907,2358,10,360,0,2008,240000,0
850,9600,7,1976,1994,528,1855,7,512,0,2007,187000,0
851,4435,5,2003,2003,848,848,3,420,0,2007,131500,0
852,3196,5,2003,2003,1273,1456,7,400,0,2006,215000,0
853,7128,5,1941,1950,918,1646,7,240,0,2007,164000,0
854,12095,6,1964,1964,1127,1445,7,645,0,2009,158000,0
855,17920,4,1955,1974,1763,1779,6,454,0,2006,170000,0
856,6897,8,1962,2010,1040,1040,6,260,0,2010,127000,0
